rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,930899,156,8,3,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R11;r2=R10;r3=R9","benchmark_rexxcps_levelb_opt",507
348,2802,4,2,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | COPY_REG_REG(r3,r4)","r1=R10;r2=R7;r3=R3;r4=R6","_address",7831
349,2802,4,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R73;c1=int:4;r2=R74;c2=int:256;r3=R75;c3=int:768","benchmark_rexxcps_levelb_opt",1514
350,2802,4,3,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R4;r2=R1;r3=R0;c1=int:0","_address",13337
351,2801,2,2,7,over_3_symbols,"BRF_ID_REG(c1,r1) | FNDNBLNK_REG_REG_REG(r2,r3,r4) | ILT_REG_REG_INT(r5,r2,c2)","c1=label@1092;r1=R53;r2=R54;r3=R58;r4=R59;r5=R52;c2=int:0","benchmark_rexxcps_levelb_opt",1009
352,2801,2,2,6,over_3_symbols,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | FNDNBLNK_REG_REG_REG(r4,r5,r2)","r1=R53;r2=R59;r3=R57;c1=label@1092;r4=R54;r5=R58","benchmark_rexxcps_levelb_opt",1005
353,2801,2,2,5,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | SETSTRPOS_REG_REG(r4,r3) | SUBSTRING_REG_REG_REG(r5,r4,r1)","r1=R55;r2=R56;r3=R54;r4=R58;r5=R60","benchmark_rexxcps_levelb_opt",1056
354,2801,2,2,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_REG(r3,r4,r5)","r1=R55;c1=int:0;r2=R60;c2=string@464;r3=R53;r4=R59;r5=R57","benchmark_rexxcps_levelb_opt",999
355,2801,2,2,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | ILT_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c2,r2)","r1=R60;c1=string@464;r2=R53;r3=R59;r4=R57;c2=label@1092","benchmark_rexxcps_levelb_opt",1002
356,2800,2,1,4,over_3_symbols,"BCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1)","r1=R27;r2=R33;r3=R35;c1=int:9","_address",8932
357,2800,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IADD_REG_REG_INT(r2,r2,c3)","c1=label@5197;r1=R109;r2=R107;r3=R24;c2=int:0;c3=int:1","parseExec",5168
358,2800,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c2,r2)","c1=label@1194;r1=R61;r2=R13;r3=R59;c2=string@30424","benchmark_rexxcps_levelb_opt",1113
359,2800,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | IADD_REG_REG_INT(r3,r4,c3)","c1=label@4375;r1=R110;r2=R120;c2=string@28800;r3=R112;r4=R118;c3=int:1","parseExec",4363
360,2800,2,2,5,over_3_symbols,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r1,c3) | SETTP_REG_INT(r1,c4)","c1=label@14826;r1=R9;c2=int:256;c3=string@28800;c4=int:0","_address",14816
361,2800,1,1,5,over_3_symbols,"BRT_ID_REG(c1,r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c2,r2)","c1=label@1200;r1=R65;r2=R13;r3=R61;c2=string@30424","benchmark_rexxcps_levelb_opt",742
362,2800,2,1,7,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r2,c1) | CONCAT_REG_REG_STRING(r3,r1,c2) | LOAD_REG_INT(r4,c3)","r1=R61;r2=R42;c1=string@64944;r3=R69;c2=string@17560;r4=R67;c3=int:2","benchmark_rexxcps_levelb_opt",1239
363,2800,2,1,7,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R69;r2=R61;c1=string@17560;r3=R67;c2=int:2;r4=R8;c3=int:256","benchmark_rexxcps_levelb_opt",1243
364,2800,1,1,4,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2)","r1=R59;c1=string@30424;r2=R13;r3=R56","benchmark_rexxcps_levelb_opt",1118
365,2800,2,1,3,candidate,"COPY_REG_REG(r1,r2) | ASSERTTYPE_REG_STRING(r1,c1) | UNLINK_REG(r2)","r1=R37;r2=R38;c1=string@10","_address",13679
366,2800,1,1,3,candidate,"DADD_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1) | DTOS_REG(r2)","r1=R56;c1=decimal@62552;r2=R60","benchmark_rexxcps_levelb_opt",1152
367,2800,1,1,3,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | REQ_REG_REG_STRING(r1,r1,c1)","r1=R61;r2=R25;c1=string@45128","benchmark_rexxcps_levelb_opt",810
368,2800,1,1,5,over_3_symbols,"DGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | ITOS_REG(r4)","r1=R65;r2=R25;r3=R66;c1=label@1200;r4=R13","benchmark_rexxcps_levelb_opt",738
369,2800,1,1,5,over_3_symbols,"DLT_REG_REG_DECIMAL(r1,r2,c1) | BRF_ID_REG(c2,r1) | ITOS_REG(r3)","r1=R61;r2=R25;c1=decimal@61760;c2=label@1194;r3=R13","benchmark_rexxcps_levelb_opt",1109
370,2800,1,1,3,candidate,"DTOS_REG(r1) | LOAD_REG_INT(r2,c1) | STRLEN_REG_REG(r2,r1)","r1=R60;r2=R61;c1=int:0","benchmark_rexxcps_levelb_opt",787
371,2800,1,1,3,candidate,"DTOS_REG(r1) | REQ_REG_REG_STRING(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R61;c1=string@45128;c2=label@824","benchmark_rexxcps_levelb_opt",813
372,2800,2,1,2,candidate,"ENDLIFE_REG(r1) | NULL_REG(r1) | BCOPY_REG_REG(r2,r1)","r1=R89;r2=R87","benchmark_rexxcps_levelb_opt",1672
373,2800,1,1,7,over_3_symbols,"FNDBLNK_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r5,c1) | BRF_ID_REG(c2,r4)","r1=R56;r2=R58;r3=R54;r4=R52;r5=R61;c1=int:1;c2=label@1072","benchmark_rexxcps_levelb_opt",1035
374,2800,1,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | FNDBLNK_REG_REG_REG(r2,r3,r4) | IEQ_REG_REG_INT(r5,r1,c1)","r1=R61;c1=int:1;r2=R56;r3=R58;r4=R54;r5=R52","benchmark_rexxcps_levelb_opt",1031
375,2800,1,1,7,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | GETATTRS_REG_REG_INT(r4,r5,c2)","r1=R109;r2=R4;r3=R27;c1=label@5197;r4=R107;r5=R24;c2=int:0","parseExec",5164
376,2800,1,1,6,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r4,c2)","r1=R110;r2=R116;r3=R118;c1=label@4375;r4=R120;c2=string@28800","parseExec",4359
377,2800,1,1,3,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | ITOS_REG(r1)","r1=R13;r2=R59;c1=string@30424","benchmark_rexxcps_levelb_opt",1116
378,2800,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | COPY_REG_REG(r4,r1) | ASSERTTYPE_REG_STRING(r4,c1)","r1=R38;r2=R43;r3=R4;r4=R37;c1=string@10","_address",13675
379,2800,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LOAD_REG_STRING(r4,c1) | SCOPY_REG_REG(r1,r4)","r1=R106;r2=R24;r3=R107;r4=R105;c1=string@28800","parseExec",5183
380,2800,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | ISUB_REG_REG_REG(r2,r3,r1) | BGE_ID_REG_INT(c2,r2,c1)","r1=R53;c1=int:0;r2=R61;r3=R51;c2=label@880","benchmark_rexxcps_levelb_opt",866
381,2800,1,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | BR_ID(c3)","r1=R120;c1=string@28800;r2=R112;r3=R118;c2=int:1;c3=label@4486","parseExec",4366
382,2800,1,1,3,candidate,"LOAD_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R105;c1=string@28800;r2=R106","parseExec",5187
383,2800,1,1,5,over_3_symbols,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r1) | IEQ_REG_REG_INT(r3,r2,c2)","r1=R58;c1=string@30304;r2=R57;r3=R53;c2=int:0","benchmark_rexxcps_levelb_opt",969
384,2800,2,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | COPY_REG_REG(r4,r3)","r1=R43;r2=R4;c1=int:0;r3=R38;r4=R37","_address",13671
385,2800,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LOAD_REG_STRING(r4,c2)","r1=R24;r2=R107;c1=int:0;r3=R106;r4=R105;c2=string@28800","parseExec",5179
386,2800,2,1,5,over_3_symbols,"NULL_REG(r1) | LOAD_REG_INT(r2,c1) | CALL_REG_FUNC_REG(r3,c2,r2)","r1=R1;r2=R0;c1=int:0;r3=R5;c2=func@12160","_address",13339
387,2800,1,1,3,candidate,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | STRLEN_REG_REG(r1,r2)","r1=R57;r2=R58;c1=string@30304","benchmark_rexxcps_levelb_opt",967
388,2800,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DADD_REG_REG_DECIMAL(r1,r1,c1)","r1=R56;r2=R53;c1=decimal@62552","benchmark_rexxcps_levelb_opt",1147
389,2800,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DGT_REG_REG_REG(r1,r3,r1)","r1=R61;r2=R58;r3=R25","benchmark_rexxcps_levelb_opt",770
390,2800,2,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R44;r2=R77;r3=R73;c1=int:0","benchmark_rexxcps_levelb_opt",1552
391,2800,2,1,5,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | LOAD_REG_INT(r2,c3)","r1=R6;c1=int:7;c2=string@16;r2=R8;c3=int:0","_address",7782
392,2800,2,2,5,over_3_symbols,"SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3) | LOAD_REG_STRING(r1,c4)","c1=int:1;c2=label@14826;r1=R9;c3=int:256;c4=string@28800","_address",14814
393,2800,2,1,6,over_3_symbols,"SETOBJTYPE_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3)","r1=R6;c1=string@16;r2=R8;c2=int:0;r3=R7;c3=int:4","_address",7785
394,2800,2,1,6,over_3_symbols,"SETOBJUNINIT_REG_STRING(r1,c1) | SETOBJUNINIT_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R18;c1=string@61;r2=R20;c2=string@60;r3=R10;c3=int:0","_address",8798
395,2800,2,1,4,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1)","r1=R86;c1=int:256;r2=R87;r3=R88","benchmark_rexxcps_levelb_opt",1775
396,2800,1,1,3,candidate,"STOD_REG(r1) | DADD_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1)","r1=R56;c1=decimal@62552;r2=R60","benchmark_rexxcps_levelb_opt",1150
397,2800,1,1,3,candidate,"STOD_REG(r1) | DGT_REG_REG_REG(r1,r2,r1) | BRF_ID_REG(c1,r1)","r1=R61;r2=R25;c1=label@784","benchmark_rexxcps_levelb_opt",773
398,2800,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | DEQ_REG_REG_DECIMAL(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R4;r2=R58;r3=R60;r4=R25;c1=decimal@62984;c2=label@1194","benchmark_rexxcps_levelb_opt",1180
399,2799,1,1,4,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | RET_INT(c1)","r1=R22;r2=R4;c1=int:0;c2=label@15285","_address",15276
400,2702,3,2,5,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R60;c1=string@66672;r2=R73;r3=R71;c2=int:2","benchmark_rexxcps_levelb_opt",1295
401,2700,2,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2)","c1=label@1358;r1=R67;r2=R60;c2=string@66672;r3=R73","benchmark_rexxcps_levelb_opt",1292
402,2700,2,1,3,candidate,"DMULT_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1) | DTOS_REG(r2)","r1=R73;c1=decimal@41944;r2=R61","benchmark_rexxcps_levelb_opt",1325
403,2700,2,1,6,over_3_symbols,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r3,c3)","r1=R67;r2=R42;c1=string@26184;c2=label@1358;r3=R60;c3=string@66672","benchmark_rexxcps_levelb_opt",1288
404,2700,2,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DMULT_REG_REG_DECIMAL(r1,r1,c1)","r1=R73;r2=R57;c1=decimal@41944","benchmark_rexxcps_levelb_opt",1320
405,2700,2,1,3,candidate,"STOD_REG(r1) | DMULT_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1)","r1=R73;c1=decimal@41944;r2=R61","benchmark_rexxcps_levelb_opt",1323
406,1815,17,3,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R86;r2=R85;r3=R84;c1=string@77784;r4=R83;c2=int:1","benchmark_rexxcps_levelb_opt",1729
407,1800,3,2,4,over_3_symbols,"BRT_ID_REG(c1,r1) | NULL_REG(r2) | NULL_REG(r3)","c1=label@485;r1=R46;r2=R11;r3=R10","benchmark_rexxcps_levelb_opt",504
408,1800,5,2,5,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3)","r1=R27;r2=R5;c1=string@1500288;c2=label@16166;c3=string@1500328","trace",16155
409,1602,4,2,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R30;r2=R15;r3=R32;c1=int:512;r4=R33;c2=int:0","benchmark_rexxcps_levelb_opt",113
410,1601,2,1,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1)","r1=R5;r2=R4;c1=string@28800","trace",11534
411,1600,3,1,3,candidate,"BRF_ID_REG(c1,r1) | BPOFF() | BR_ID(c2)","c1=label@439;r1=R39;c2=label@469","benchmark_rexxcps_levelb_opt",433
412,1600,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | COPY_REG_REG(r3,r4)","c1=label@11629;r1=R5;r2=R29;c2=int:0;r3=R7;r4=R30","trace",11618
413,1600,1,1,2,candidate,"COPY_REG_REG(r1,r2) | BPOFF() | RET()","r1=R7;r2=R30","trace",11624
414,1600,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | REQ_REG_REG_STRING(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R30;r2=R6;r3=R5;r4=R2;c1=string@1499280;c2=label@11629","trace",11611
415,1600,2,2,5,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | NULL_REG(r4)","r1=R46;r2=R13;r3=R45;c1=label@485;r4=R11","benchmark_rexxcps_levelb_opt",500
416,1600,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | COPY_REG_REG(r2,r3) | BPOFF()","r1=R29;c1=int:0;r2=R7;r3=R30","trace",11621
417,1600,1,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | COPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c2)","r1=R32;c1=string@28800;r2=R6;r3=R30;r4=R4;c2=int:0","trace",11497
418,1600,1,1,3,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | RET()","r1=R0;c1=string@464;r2=R2","benchmark_rexxcps_levelb_opt",5520
419,1600,3,1,4,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | BPOFF()","r1=R39;r2=R36;c1=string@23712;c2=label@439","benchmark_rexxcps_levelb_opt",429
420,1600,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2) | LOAD_REG_STRING(r1,c3)","c1=int:1;c2=int:2;r1=R0;c3=string@464","benchmark_rexxcps_levelb_opt",5516
421,1600,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2) | LOAD_REG_STRING(r2,c2)","c1=int:2;r1=R0;c2=string@464;r2=R2","benchmark_rexxcps_levelb_opt",5518
422,1600,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | REQ_REG_REG_STRING(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R39;r2=R5;r3=R2;c1=string@28800;c2=label@11497","trace",11483
423,1600,1,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | REQ_REG_REG_STRING(r1,r4,c1)","r1=R5;r2=R30;r3=R6;r4=R2;c1=string@1499280","trace",11609
424,1500,1,1,2,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c1)","c1=int:1;r1=R2","trace",17298
425,1500,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","c1=int:1;r1=R2;r2=R14;c2=int:256","trace",17300
426,1431,3,2,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R22;r2=R24;c1=int:1;r3=R25;r4=R37;c2=int:16","trace",6088
427,1431,3,2,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r2,r4)","r1=R24;r2=R25;r3=R37;c1=int:16;r4=R22","trace",6092
428,1414,11,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R7;r2=R1;c1=int:2;r3=R3","_address",5649
429,1407,2,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","c1=label@8882;r1=R27;r2=R0;c2=int:1;r3=R1;c3=int:256","_address",8854
430,1407,2,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | COPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R32;r2=R35;r3=R4;r4=R3","_address",15415
431,1407,2,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | COPY_REG_REG(r3,r4)","r1=R35;r2=R4;c1=int:0;r3=R32;r4=R3","_address",15411
432,1407,2,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SRCMETHODSEL_REG_REG_STRING(r3,r4,c2)","r1=R25;c1=int:256;r2=R32;r3=R21;r4=R30;c2=string@5","_address",15367
433,1407,2,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SRCMETHODSEL_REG_REG_STRING(r3,r4,c1) | DCALL_REG_REG_REG(r3,r3,r5)","r1=R32;r2=R25;r3=R21;r4=R30;c1=string@5;r5=R29","_address",15370
434,1407,6,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3)","r1=R8;r2=R16;c1=int:1;r3=R18","_address",5730
435,1402,2,2,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r1,c1)","r1=R7;r2=R10;c1=int:0","_address",7819
436,1402,3,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c1)","r1=R81;c1=int:768;r2=R82;c2=int:256;r3=R88","benchmark_rexxcps_levelb_opt",1695
437,1402,3,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c2)","r1=R74;c1=int:256;r2=R75;c2=int:768;r3=R76","benchmark_rexxcps_levelb_opt",1517
438,1402,2,2,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R7;c1=int:0;r2=R10;r3=R6;c2=int:5","_address",7822
439,1401,2,2,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LINKATTR1_REG_REG_INT(r4,r1,c2)","r1=R12;r2=R3;r3=R13;c1=string@312512;r4=R10;c2=int:1","_address",7857
440,1401,2,2,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c3)","r1=R74;c1=string@71368;r2=R75;c2=string@71656;r3=R76;c3=string@71824","benchmark_rexxcps_levelb_opt",1502
441,1401,2,1,3,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2) | NULL_REG(r1)","c1=int:1;c2=int:2;r1=R25","benchmark_rexxcps_levelb_opt",6
442,1400,1,1,5,over_3_symbols,"APPEND_REG_REG(r1,r2) | CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r3,r1,r4)","r1=R15;r2=R28;c1=string@32888;r3=R11;r4=R29","benchmark_rexxcps_levelb_opt",2602
443,1400,1,1,5,over_3_symbols,"ASSERTTYPE_REG_STRING(r1,c1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4)","r1=R3;c1=string@10;r2=R30;r3=R40;r4=R54","_address",17569
444,1400,1,1,3,candidate,"ASSERTTYPE_REG_STRING(r1,c1) | UNLINK_REG(r2) | RET_REG(r1)","r1=R37;c1=string@10;r2=R38","_address",13682
445,1400,1,1,4,over_3_symbols,"BCF_ID_REG(c1,r1) | NULL_REG(r2) | NULL_REG(r3)","c1=label@2690;r1=R10;r2=R14;r3=R13","benchmark_rexxcps_levelb_opt",2589
446,1400,1,1,4,over_3_symbols,"BCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c1)","r1=R27;r2=R32;r3=R26;c1=int:0","_address",8950
447,1400,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r3,c2) | ISUB_REG_REG_REG(r4,r2,r5)","c1=label@3714;r1=R88;r2=R87;r3=R100;c2=int:1;r4=R99;r5=R94","parseExec",3684
448,1400,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | SCOPY_REG_REG(r2,r4)","c1=label@407;r1=R7;r2=R8;r3=R18;c2=int:4;r4=R20","stem",375
449,1400,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r2)","c1=label@13401;r1=R11;r2=R10;c2=int:0;r3=R1;c3=func@11864","_address",13391
450,1400,4,2,5,over_3_symbols,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRT_ID_REG(c3,r1)","c1=label@16166;r1=R27;r2=R5;c2=string@1500328;c3=label@16177","trace",16159
451,1400,1,1,5,over_3_symbols,"CONCAT_REG_REG_REG(r1,r2,r3) | NULL_REG(r4) | SCOPY_REG_REG(r5,r1)","r1=R11;r2=R15;r3=R29;r4=R16;r5=R17","benchmark_rexxcps_levelb_opt",2609
452,1400,1,1,5,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r2,r1,r3) | NULL_REG(r4)","r1=R15;c1=string@32888;r2=R11;r3=R29;r4=R16","benchmark_rexxcps_levelb_opt",2605
453,1400,1,1,4,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r2,c1) | APPEND_REG_REG(r1,r3) | CONCAT_REG_REG_STRING(r1,r1,c1)","r1=R15;r2=R27;c1=string@32888;r3=R28","benchmark_rexxcps_levelb_opt",2598
454,1400,1,1,8,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | IADD_REG_REG_INT(r5,r3,c3)","r1=R15;c1=string@312856;r2=R5;r3=R10;r4=R16;c2=int:2;r5=R17;c3=int:1","_address",7880
455,1400,1,1,5,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R49;c1=string@30424;r2=R13;r3=R51;r4=R52","benchmark_rexxcps_levelb_opt",529
456,1400,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | CONCAT_REG_STRING_REG(r3,c1,r4) | LINKATTR1_REG_REG_INT(r5,r1,c2)","r1=R16;r2=R3;r3=R15;c1=string@312856;r4=R5;r5=R10;c2=int:2","_address",7877
457,1400,1,1,4,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | BR_ID(c1)","r1=R3;r2=R16;r3=R17;c1=label@7933","_address",7925
458,1400,1,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_STRING(r4,c1)","r1=R3;r2=R11;r3=R12;r4=R13;c1=string@312512","_address",7854
459,1400,1,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | RNE_REG_REG_STRING(r4,r3,c1)","r1=R23;r2=R28;r3=R1;r4=R27;c1=string@28800","_address",8844
460,1400,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r6)","r1=R33;r2=R86;r3=R34;r4=R87;r5=R32;r6=R88","_address",8901
461,1400,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r6,c1)","r1=R34;r2=R87;r3=R32;r4=R88;r5=R27;r6=R35;c1=int:4","_address",8904
