rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,129850,2,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1) | IGETUNLINK_REG_REG(r4,r3) | ICOPY_REG_REG(r5,r4)","r1=R11;r2=R23;r3=R7;c1=int:2;r4=R1;r5=R8","benchmark_awfy_richards_opt",2841
218,2327,1,1,13,candidate,"UNLINKN_REG_REG(r1,r2) | BRF_ID_REG(c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c2,c3,r6,r7,c4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r8,r5,c2,c3,r9,r7,c4)","r1=R28;r2=R22;c1=label@3798;r3=R20;r4=R8;r5=R38;c2=int:5;c3=int:6;r6=R10;r7=R64;c4=int:1;r8=R40;r9=R39","benchmark_awfy_richards_opt",3758
219,2327,1,1,7,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINLINKATTR1_REG_REG_REG_INT(r1,r2,r4,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r1,c2,r2)","r1=R22;r2=R20;r3=R25;c1=int:14;r4=R1;c2=int:0;r5=R10","benchmark_awfy_richards_opt",3543
220,2325,1,1,14,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | LINKATTR1_REG_REG_INT(r6,r3,c5) | MINLINKATTR1_REG_REG_REG_INT(r7,r6,r8,c6)","c1=label@3957;r1=R49;r2=R46;r3=R38;c2=int:5;c3=int:6;r4=R48;r5=R64;c4=int:1;r6=R44;c5=int:17;r7=R45;r8=R29;c6=int:0","benchmark_awfy_richards_opt",3913
221,2325,1,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINK_REG(r4) | LINKATTR1_REG_REG_INT(r5,r6,c1)","r1=R10;r2=R8;r3=R7;r4=R9;r5=R48;r6=R38;c1=int:14","benchmark_awfy_richards_opt",4167
222,2325,1,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINK_REG(r4) | SETTP_REG_INT(r5,c1)","r1=R48;r2=R45;r3=R44;r4=R46;r5=R38;c1=int:256","benchmark_awfy_richards_opt",3933
223,2325,1,1,13,candidate,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c3,c4,r5,r6,c5) | LINKATTR1_REG_REG_INT(r7,r4,c6)","r1=R49;r2=R31;c1=int:4;c2=label@3957;r3=R46;r4=R38;c3=int:5;c4=int:6;r5=R48;r6=R64;c5=int:1;r7=R44;c6=int:17","benchmark_awfy_richards_opt",3909
224,2325,1,1,9,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | MINLINKATTR1_REG_REG_REG_INT(r6,r4,r7,c2)","r1=R7;r2=R10;r3=R9;r4=R48;r5=R38;c1=int:14;r6=R49;r7=R29;c2=int:0","benchmark_awfy_richards_opt",4170
225,2325,1,1,8,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | SETTP_REG_INT(r4,c1) | CALL2_REG_FUNC_REG_REG(r5,c2,r4,r6)","r1=R44;r2=R48;r3=R46;r4=R38;c1=int:256;r5=R35;c2=func@98904;r6=R29","benchmark_awfy_richards_opt",3936
226,2325,1,1,7,candidate,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r1,r4,c3)","r1=R47;r2=R49;r3=R31;c1=int:0;c2=label@4081;r4=R38;c3=int:14","benchmark_awfy_richards_opt",4045
227,2325,1,1,11,candidate,"UNLINK_REG(r1) | IGTE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c3,c4,r1,r6,c5)","r1=R48;r2=R49;r3=R31;c1=int:4;c2=label@3957;r4=R46;r5=R38;c3=int:5;c4=int:6;r6=R64;c5=int:1","benchmark_awfy_richards_opt",3907
228,2325,1,1,10,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r5,c2) | IADD_REG_REG_INT(r6,r7,c3)","r1=R9;r2=R48;r3=R38;c1=int:14;r4=R49;r5=R29;c2=int:0;r6=R47;r7=R31;c3=int:1","benchmark_awfy_richards_opt",4173
229,1521,2,1,7,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r4,c3,r3)","r1=R22;c1=label@3520;r2=R20;r3=R9;c2=int:3;r4=R25;c3=int:27","benchmark_awfy_richards_opt",3506
230,1164,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2) | BR_ID(c4)","c1=label@3520;r1=R20;r2=R9;c2=int:3;r3=R25;c3=int:27;c4=label@3527","benchmark_awfy_richards_opt",3508
231,1164,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R20;r2=R22;c1=int:2;c2=label@3520;r3=R9;c3=int:3","benchmark_awfy_richards_opt",3502
232,1163,1,1,9,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r3,r5,c3) | LINKATTR1_REG_REG_INT(r6,r1,c1)","r1=R25;c1=int:27;r2=R7;r3=R20;c2=int:15;r4=R22;r5=R1;c3=int:0;r6=R10","benchmark_awfy_richards_opt",3523
233,1163,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c3) | MINLINKATTR1_REG_REG_REG_INT(r4,r3,r5,c4)","r1=R7;c1=int:2;r2=R25;c2=int:27;r3=R20;c3=int:15;r4=R22;r5=R1;c4=int:0","benchmark_awfy_richards_opt",3520
234,357,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2) | LINKATTR1_REG_REG_INT(r4,r3,c3)","c1=label@3607;r1=R7;r2=R5;c2=int:1;r3=R25;c3=int:26;r4=R8","benchmark_awfy_richards_opt",3597
235,357,1,1,6,candidate,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R7;r2=R8;c1=int:26;c2=label@3607;r3=R5;c3=int:1","benchmark_awfy_richards_opt",3591
236,357,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IADD_REG_REG_INT(r4,r3,c2) | UNLINK_REG(r3)","r1=R25;c1=int:26;r2=R5;r3=R8;r4=R7;c2=int:65","benchmark_awfy_richards_opt",3603
237,357,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | IADD_REG_REG_INT(r4,r3,c3)","r1=R5;c1=int:1;r2=R25;c2=int:26;r3=R8;r4=R7;c3=int:65","benchmark_awfy_richards_opt",3600
238,340,1,1,9,candidate,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | MINLINKATTR1_REG_REG_REG_INT(r6,r4,r3,c3)","c1=label@2163;r1=R7;r2=R1;r3=R0;r4=R5;r5=R9;c2=int:17;r6=R6;c3=int:0","benchmark_awfy_richards_opt",2141
239,340,1,1,7,candidate,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINLINKATTR1_REG_REG_REG_INT(r5,r3,r2,c2) | IGETUNLINK_REG_REG(r2,r5)","r1=R1;r2=R0;r3=R5;r4=R9;c1=int:17;r5=R6;c2=int:0","benchmark_awfy_richards_opt",2144
240,340,1,1,8,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r3,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R7;r2=R0;c1=int:0;c2=label@2163;r3=R1;r4=R5;r5=R9;c3=int:17","benchmark_awfy_richards_opt",2137
241,340,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | IGETUNLINK_REG_REG(r4,r3) | UNLINK_REG(r1)","r1=R5;r2=R9;c1=int:17;r3=R6;r4=R0;c2=int:0","benchmark_awfy_richards_opt",2147
242,340,1,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IGETUNLINK_REG_REG(r3,r1) | UNLINK_REG(r2) | BR_ID(c2)","r1=R6;r2=R5;r3=R0;c1=int:0;c2=label@2137","benchmark_awfy_richards_opt",2151
243,340,1,1,6,candidate,"UNLINK_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | ICOPY_REG_REG(r4,r3)","r1=R6;r2=R7;r3=R0;c1=int:0;c2=label@2163;r4=R1","benchmark_awfy_richards_opt",2135
244,64,48,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r1,r3,c3) | UNLINK_REG(r3)","r1=R4;r2=R11;c1=int:17;r3=R13;c2=int:9;r4=R12;c3=int:0","benchmark_awfy_richards_opt",473
245,45,35,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c2,r4)","r1=R13;r2=R11;c1=int:9;r3=R12;r4=R4;c2=int:0;r5=R14","benchmark_awfy_richards_opt",477
246,29,23,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r5,c1)","r1=R14;r2=R12;c1=int:0;r3=R4;r4=R11;c2=int:15;r5=R13;c3=int:9","benchmark_awfy_richards_opt",488
247,29,23,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r5,c2)","r1=R12;r2=R4;r3=R13;c1=int:0;r4=R14;r5=R11;c2=int:15","benchmark_awfy_richards_opt",481
248,13,13,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r3,c4,r1)","r1=R3;r2=R6;c1=int:24;c2=int:6;r3=R4;c3=int:1;r4=R1;c4=int:0","benchmark_awfy_richards_opt",366
249,12,6,1,8,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_INT(r5,r4,c2) | MINLINKATTR1_REG_REG_REG_INT(r1,r3,r5,c3)","r1=R13;r2=R10;r3=R12;r4=R19;c1=int:15;r5=R17;c2=int:9;c3=int:0","benchmark_awfy_richards_opt",675
250,12,6,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1) | ISETUNLINKN_REG_REG_REG(r3,r5,r4)","r1=R17;r2=R19;c1=int:9;r3=R13;r4=R12;c2=int:0;r5=R10","benchmark_awfy_richards_opt",664
251,12,4,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c4,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r6,r1)","r1=R8;r2=R12;c1=int:24;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R14;c4=int:20;r6=R15","benchmark_awfy_richards_opt",1843
252,12,6,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | LINKATTR1_REG_REG_INT(r2,r5,c2)","r1=R13;r2=R12;r3=R17;c1=int:0;r4=R10;r5=R19;c2=int:15","benchmark_awfy_richards_opt",668
253,12,6,1,7,candidate,"UNLINK_REG(r1) | ISETUNLINKN_REG_REG_REG(r2,r3,r4) | LINKATTR1_REG_REG_INT(r4,r5,c1) | LINKATTR1_REG_REG_INT(r1,r5,c2)","r1=R17;r2=R13;r3=R10;r4=R12;r5=R19;c1=int:15;c2=int:9","benchmark_awfy_richards_opt",673
254,10,10,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LINKATTR1_REG_REG_INT(r2,r4,c3) | SETATTRS_REG_INT(r2,c4)","r1=R4;r2=R3;c1=int:1;r3=R1;c2=int:0;r4=R6;c3=int:20;c4=int:6","benchmark_awfy_richards_opt",373
255,10,10,1,8,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r2,c3,r1) | LINKATTR1_REG_REG_INT(r1,r4,c4)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R1;c3=int:0;r4=R6;c4=int:20","benchmark_awfy_richards_opt",370
256,9,3,1,10,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r1,r5,c3) | ISETUNLINKN_REG_REG_REG(r1,r6,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c4,c2,r1,r5,c3)","r1=R10;r2=R14;r3=R8;r4=R12;c1=int:20;c2=int:6;r5=R13;c3=int:1;r6=R15;c4=int:23","benchmark_awfy_richards_opt",1851
257,8,6,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_INT(r1,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r5,r2,r1,c1)","r1=R17;r2=R12;c1=int:0;r3=R4;r4=R11;c2=int:10;c3=int:9;r5=R13","benchmark_awfy_richards_opt",548
258,8,8,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SETATTRS_REG_INT(r3,c3) | LINKATTR1_REG_REG_INT(r2,r3,c4)","r1=R1;r2=R4;c1=int:0;r3=R3;r4=R6;c2=int:20;c3=int:6;c4=int:1","benchmark_awfy_richards_opt",377
259,8,6,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r1,r5,c2)","r1=R12;r2=R4;r3=R13;c1=int:0;r4=R17;r5=R11;c2=int:10","benchmark_awfy_richards_opt",541
260,8,6,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r5,c2)","r1=R13;r2=R12;r3=R17;c1=int:0;r4=R4;r5=R11;c2=int:9","benchmark_awfy_richards_opt",621
261,8,6,1,8,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r3,r5,c2) | LINKATTR1_REG_REG_INT(r2,r5,c3)","r1=R13;r2=R17;r3=R12;c1=int:0;r4=R4;r5=R11;c2=int:10;c3=int:9","benchmark_awfy_richards_opt",546
262,7,7,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r5,c4)","r1=R15;r2=R12;c1=int:1;r3=R4;r4=R11;c2=int:16;r5=R13;c3=int:9;c4=int:0","benchmark_awfy_richards_opt",508
263,7,7,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c3,r4)","r1=R13;r2=R11;c1=int:9;r3=R12;r4=R4;c2=int:0;r5=R15;c3=int:1","benchmark_awfy_richards_opt",497
264,7,7,1,8,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c2,r2) | LINKATTR1_REG_REG_INT(r2,r5,c3)","r1=R12;r2=R4;r3=R13;c1=int:0;r4=R15;c2=int:1;r5=R11;c3=int:16","benchmark_awfy_richards_opt",501
265,5,5,1,7,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r3,c1) | IADD_REG_REG_INT(r5,r4,c2)","r1=R55;r2=R6;r3=R11;r4=R12;c1=int:9;r5=R13;c2=int:1","benchmark_awfy_richards_opt",453
266,5,5,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r3) | LINKATTR1_REG_REG_INT(r6,r5,c1)","r1=R10;r2=R17;r3=R55;r4=R11;r5=R19;r6=R13;c1=int:9","benchmark_awfy_richards_opt",637
267,5,3,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r3,r2,c3)","r1=R11;c1=int:9;r2=R13;r3=R4;c2=int:17;r4=R12;c3=int:0","benchmark_awfy_richards_opt",469
268,5,5,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | COPY_REG_REG(r4,r2) | COPY_REG_REG(r5,r4)","r1=R17;r2=R11;c1=int:9;r3=R10;r4=R55;r5=R19","benchmark_awfy_richards_opt",633
269,5,5,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c3) | ISETATTR1_REG_INT_REG(r2,c4,r1)","r1=R9;c1=int:-1;r2=R8;c2=int:2;c3=int:0;c4=int:1","benchmark_awfy_richards_opt",87
270,5,3,1,6,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c1)","r1=R12;r2=R11;c1=int:9;r3=R13;r4=R4;c2=int:17","benchmark_awfy_richards_opt",467
271,4,4,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_INT(r2,c4)","r1=R8;c1=int:18;r2=R9;c2=int:0;c3=int:6;c4=int:1","benchmark_awfy_richards_opt",111
272,3,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c3) | IADD_REG_REG_INT(r3,r2,c2)","r1=R9;c1=int:18;c2=int:1;r2=R5;c3=int:9;r3=R6","benchmark_awfy_richards_opt",1908
273,3,1,1,10,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r1,c3,c4,r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r1,c5)","r1=R12;c1=int:18;c2=int:1;r2=R8;c3=int:21;c4=int:6;r3=R7;r4=R13;r5=R10;c5=int:22","benchmark_awfy_richards_opt",1819
274,3,3,1,7,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | SETATTRS_REG_INT(r3,c2) | LINKATTR1_REG_REG_INT(r4,r3,c3)","r1=R6;r2=R55;r3=R3;c1=int:21;c2=int:6;r4=R4;c3=int:1","benchmark_awfy_richards_opt",342
275,3,3,1,6,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LINKATTR1_REG_REG_INT(r1,r3,c3)","r1=R12;r2=R13;c1=int:1;r3=R19;c2=int:9;c3=int:17","benchmark_awfy_richards_opt",650
276,3,3,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | SETATTRS_REG_INT(r3,c2)","r1=R4;r2=R1;r3=R3;r4=R6;c1=int:24;c2=int:6","benchmark_awfy_richards_opt",360
277,3,1,1,9,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r2,r5,c3) | ISETUNLINKN_REG_REG_REG(r2,r6,r3)","r1=R7;r2=R10;r3=R8;r4=R12;c1=int:24;c2=int:6;r5=R13;c3=int:1;r6=R14","benchmark_awfy_richards_opt",1837
278,3,3,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r3,c3)","r1=R19;c1=int:9;r2=R12;c2=int:17;r3=R17;r4=R13;c3=int:0","benchmark_awfy_richards_opt",656
279,3,3,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_INT(r2,c2)","r1=R8;c1=int:2;r2=R9;c2=int:0;c3=int:1","benchmark_awfy_richards_opt",90
280,3,1,1,10,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r1,r5,c3) | ISETUNLINKN_REG_REG_REG(r1,r6,r3) | ISETATTR1_REG_INT_REG(r4,c4,r5)","r1=R10;r2=R17;r3=R8;r4=R12;c1=int:19;c2=int:6;r5=R13;c3=int:1;r6=R18;c4=int:22","benchmark_awfy_richards_opt",1887
281,3,1,1,9,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | UNLINKN_REG_REG(r3,r4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r2,c2,c3,r1,r5,c4)","r1=R10;r2=R12;c1=int:22;r3=R7;r4=R8;c2=int:24;c3=int:6;r5=R13;c4=int:1","benchmark_awfy_richards_opt",1833
282,3,3,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2) | IGETUNLINK_REG_REG(r1,r3) | UNLINKN_REG_REG(r1,r2)","r1=R4;r2=R3;c1=int:1;r3=R1;r4=R6;c2=int:22","benchmark_awfy_richards_opt",352
283,3,3,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | LINKATTR1_REG_REG_INT(r4,r2,c4)","r1=R3;r2=R6;c1=int:21;c2=int:6;r3=R4;c3=int:1;r4=R1;c4=int:22","benchmark_awfy_richards_opt",345
284,3,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | ISETATTR1_REG_INT_REG(r2,c4,r4) | RET()","r1=R8;r2=R12;c1=int:19;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R18;c4=int:22","benchmark_awfy_richards_opt",1891
285,3,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKATTR1_REG_REG_INT(r5,r2,c4) | IGETUNLINK_REG_REG(r3,r5) | UNLINKN_REG_REG(r3,r1)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R7;r4=R13;c3=int:1;r5=R10;c4=int:22","benchmark_awfy_richards_opt",1825
286,3,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c3,r1)","r1=R9;c1=int:0;r2=R8;c2=int:1;c3=int:9","benchmark_awfy_richards_opt",94
287,3,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R47;c1=int:3000;r2=R49;c2=int:1;r3=R50;r4=R51;c3=int:0","benchmark_awfy_richards_opt",1664
288,3,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c3)","r1=R46;c1=int:3;r2=R47;c2=int:3000;r3=R49;c3=int:1;r4=R50","benchmark_awfy_richards_opt",1661
289,3,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","c1=int:18;c2=int:1;r1=R5;r2=R9;c3=int:9;r3=R6","benchmark_awfy_richards_opt",1910
290,3,1,1,10,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c3,c4,r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r2,c5) | IGETUNLINK_REG_REG(r3,r5)","c1=int:18;c2=int:1;r1=R8;r2=R12;c3=int:21;c4=int:6;r3=R7;r4=R13;r5=R10;c5=int:22","benchmark_awfy_richards_opt",1821
291,3,3,1,7,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3) | IGETUNLINK_REG_REG(r2,r3)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R1;r4=R6;c3=int:22","benchmark_awfy_richards_opt",349
